Age,AgeGroup,Attrition,AttritionFlag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,SatisfactionGroup,MaritalStatus,MonthlyIncome,IncomeGroup,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,TenureGroup,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,35-44,No,0,Travel_Rarely,"$1,303",Sales,3 km,3,Technical Degree,762,2,Female,$33,1,1,Manager,1,Low,Divorced,"$5,716",Middle Income,"$9,837",3,No,11,3,2,0,9,0,1,1,0-1 Years,1,1,1
41,35-44,No,0,Travel_Rarely,"$1,172",Research & Development,3 km,3,Medical,763,4,Male,$77,4,2,Research Scientist,2,Medium,Married,"$9,781",High Income,"$5,102",2,No,11,3,3,2,18,4,1,2,2-4 Years,0,2,2
46,45-54,No,0,Non-Travel,"$1,165",Sales,16 km,3,Marketing,764,3,Female,$57,2,1,Sales Executive,3,High,Married,"$9,297",High Income,"$12,330",3,Yes,15,3,2,1,28,4,1,0,0-1 Years,0,0,0
33,25-34,No,0,Travel_Rarely,$688,Research & Development,6 km,3,Medical,765,3,Male,$97,1,3,Healthcare Representative,2,Medium,Divorced,"$12,369",High Income,"$19,858",3,No,17,3,2,3,10,1,1,12,10+ Years,1,1,3
28,25-34,No,0,Travel_Rarely,$241,Sales,5 km,3,Life Sciences,766,4,Male,$40,1,2,Manager,3,High,Divorced,"$10,217",High Income,"$21,770",2,No,13,4,3,1,3,4,1,3,2-4 Years,1,3,0
36,35-44,No,0,Travel_Rarely,"$1,252",Sales,6 km,3,Life Sciences,767,1,Female,$45,4,1,Sales Executive,1,Low,Married,"$7,795",High Income,"$8,473",2,Yes,21,3,2,0,15,5,1,0,0-1 Years,0,0,0
28,25-34,No,0,Travel_Rarely,$904,Sales,1 km,3,Other,768,4,Female,$86,3,2,Sales Representative,1,Low,Married,"$8,476",High Income,"$8,099",2,Yes,11,3,3,1,8,3,1,4,2-4 Years,4,0,1
24,Under 25,No,0,Travel_Rarely,$964,Research & Development,3 km,3,Technical Degree,769,4,Female,$85,4,1,Laboratory Technician,4,Very High,Married,"$10,759",High Income,"$23,031",1,No,20,3,3,2,2,3,1,2,2-4 Years,1,0,2
32,25-34,No,0,Non-Travel,$386,Sales,9 km,3,Technical Degree,770,4,Male,$35,4,2,Sales Executive,4,Very High,Married,"$9,109",High Income,"$22,279",2,No,12,3,1,0,10,4,1,7,5-9 Years,2,3,7
32,25-34,No,0,Travel_Rarely,$790,Research & Development,7 km,3,Medical,771,1,Female,$83,4,3,Healthcare Representative,3,High,Married,"$10,942",High Income,"$13,203",3,No,16,3,4,2,12,1,1,8,5-9 Years,0,0,1
44,35-44,No,0,Travel_Frequently,$294,Research & Development,2 km,3,Life Sciences,772,4,Female,$32,3,2,Research Director,3,High,Married,"$6,151",Middle Income,"$7,130",3,Yes,11,4,1,2,21,0,1,5,5-9 Years,5,0,0
34,25-34,No,0,Travel_Rarely,$302,Sales,19 km,3,Life Sciences,773,1,Male,$69,3,3,Sales Executive,3,High,Single,"$9,361",High Income,"$11,142",7,No,17,3,4,0,10,0,1,10,10+ Years,6,0,7
33,25-34,No,0,Travel_Rarely,$113,Research & Development,2 km,3,Life Sciences,774,1,Male,$81,4,3,Manufacturing Director,2,Medium,Married,"$9,607",High Income,"$20,519",4,No,11,3,2,1,12,6,1,5,5-9 Years,0,1,5
38,35-44,No,0,Travel_Frequently,$995,Research & Development,4 km,3,Life Sciences,775,2,Female,$64,2,2,Manager,4,Very High,Married,"$10,202",High Income,"$2,806",4,No,16,3,1,1,21,1,1,0,0-1 Years,0,0,0
30,25-34,No,0,Travel_Rarely,$924,Sales,1 km,3,Marketing,776,3,Male,$68,4,2,Sales Representative,2,Medium,Married,"$9,376",High Income,"$22,158",2,No,14,3,4,0,6,0,1,6,5-9 Years,2,0,1
34,25-34,No,0,Travel_Rarely,$385,Research & Development,6 km,3,Medical,777,3,Unknown,$99,4,1,Healthcare Representative,3,High,Divorced,"$6,229",Middle Income,"$3,500",1,No,14,4,1,0,13,1,1,1,0-1 Years,1,1,0
33,25-34,No,0,Travel_Frequently,"$1,054",Research & Development,14 km,3,Other,778,1,Male,$97,1,1,Healthcare Representative,4,Very High,Single,"$8,387",High Income,"$3,585",3,Yes,12,3,4,0,10,5,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,"$1,438",Research & Development,1 km,3,Medical,779,2,Male,$84,4,2,Healthcare Representative,1,Low,Married,"$9,310",High Income,"$4,619",4,No,19,3,1,0,15,5,1,0,0-1 Years,0,0,0
45,45-54,No,0,Travel_Rarely,$628,Unknown Department,6 km,3,Medical,780,4,Female,$61,1,2,Healthcare Representative,3,High,Married,"$8,985",High Income,"$20,634",3,Yes,11,3,2,3,22,2,1,4,2-4 Years,0,1,3
30,25-34,Yes,1,Travel_Rarely,"$1,241",Research & Development,4 km,3,Life Sciences,781,4,Female,$32,4,2,Manufacturing Director,2,Medium,Married,"$8,449",High Income,"$19,214",2,Yes,20,3,3,2,8,5,1,1,0-1 Years,1,1,1
35,35-44,No,0,Travel_Frequently,"$1,354",Research & Development,7 km,3,Other,782,1,Male,$85,4,3,Research Director,3,High,Married,"$11,324",High Income,"$22,447",4,No,16,3,1,1,13,0,1,13,10+ Years,3,1,2
27,25-34,No,0,Travel_Frequently,"$1,465",Research & Development,21 km,3,Life Sciences,783,4,Female,$62,3,2,Research Scientist,2,Medium,Single,"$11,813",High Income,"$17,067",2,No,20,3,4,0,7,2,1,5,5-9 Years,1,2,0
40,35-44,No,0,Travel_Frequently,$371,Research & Development,1 km,3,Life Sciences,784,1,Female,$51,1,1,Research Scientist,4,Very High,Divorced,"$8,854",High Income,"$16,672",3,Yes,17,3,4,0,18,2,1,0,0-1 Years,0,0,0
45,45-54,No,0,Travel_Rarely,$205,Research & Development,1 km,3,Other,785,2.5,Female,$43,4,4,Laboratory Technician,4,Very High,Married,"$13,729",High Income,"$18,246",3,Yes,11,3,2,1,19,1,1,19,10+ Years,0,0,2
39,35-44,Yes,1,Travel_Rarely,$373,Research & Development,1 km,3,Technical Degree,786,1,Male,$33,3,4,Research Scientist,4,Very High,Divorced,"$13,704",High Income,"$8,179",3,No,17,3,1,0,14,0,1,11,10+ Years,2,5,0
43,35-44,No,0,Travel_Rarely,"$1,408",Sales,7 km,3,Life Sciences,787,1,Female,$63,3,2,Sales Representative,1,Low,Single,"$6,504",Middle Income,"$22,072",1,No,12,3,3,0,14,1,1,2,2-4 Years,1,2,2
39,35-44,No,0,Travel_Rarely,$211,Research & Development,7 km,3,Other,788,1,Female,$34,1,3,Research Director,4,Very High,Married,"$9,642",High Income,"$7,506",4,No,20,3,2,2,22,6,1,5,5-9 Years,2,5,5
34,25-34,No,0,Travel_Rarely,$571,Research & Development,2 km,3,Other,789,4,Female,$69,3,3,Manager,4,Very High,Married,"$11,261",High Income,"$26,863",2,No,12,3,1,0,13,5,1,5,5-9 Years,0,2,0
39,35-44,No,0,Travel_Rarely,"$1,063",Research & Development,2 km,3,Medical,790,4,Female,$67,4,2,Research Scientist,1,Low,Divorced,"$8,499",High Income,"$13,579",2,No,11,3,1,1,21,2,1,4,2-4 Years,2,4,4
25,25-34,No,0,Travel_Rarely,"$1,329",Research & Development,13 km,3,Medical,791,3,Male,$49,3,2,Manufacturing Director,2,Medium,Married,"$10,019",High Income,"$2,845",3,No,17,3,4,1,0,4,1,0,0-1 Years,0,0,0
42,35-44,No,0,Travel_Rarely,"$1,175",Research & Development,1 km,3,Technical Degree,792,3,Male,$91,4,2,Laboratory Technician,2,Medium,Single,"$10,348",High Income,"$17,932",4,No,18,3,3,0,17,5,1,2,2-4 Years,1,0,0
41,35-44,No,0,Travel_Rarely,$249,Sales,1 km,3,Other,793,2,Female,$78,3,3,Sales Executive,2,Medium,Divorced,"$11,828",High Income,"$3,753",3,No,16,3,4,2,19,1,1,13,10+ Years,3,1,2
34,25-34,Yes,1,Travel_Frequently,"$1,343",Sales,1 km,3,Technical Degree,794,2,Female,$89,1,2,Sales Representative,4,Very High,Divorced,"$8,277",High Income,"$23,105",2,Yes,16,3,1,1,10,1,1,4,2-4 Years,3,0,1
23,Under 25,No,0,Travel_Rarely,$764,Research & Development,5 km,3,Life Sciences,795,3,Male,$65,3,2,Manager,1,Low,Married,"$10,120",High Income,"$15,172",3,No,11,3,1,1,0,2,1,0,0-1 Years,0,0,0
36,35-44,No,0,Travel_Rarely,"$1,322",Research & Development,3 km,3,Technical Degree,796,3,Unknown,$81,1,5,Manufacturing Director,4,Very High,Divorced,"$13,753",High Income,"$11,660",5,No,16,3,4,2,15,1,1,15,10+ Years,6,0,4
33,25-34,No,0,Travel_Rarely,"$1,177",Research & Development,12 km,3,Other,797,1,Female,$64,4,3,Laboratory Technician,1,Low,Married,"$11,215",High Income,"$13,970",4,No,13,3,4,1,10,0,1,5,5-9 Years,0,5,0
20,Under 25,Yes,1,Travel_Frequently,$989,Research & Development,1 km,3,Other,798,3,Male,$73,4,2,Manager,2,Medium,Single,"$9,967",High Income,"$20,904",0,No,16,4,2,1,0,4,1,0,0-1 Years,0,0,0
28,25-34,Yes,1,Travel_Rarely,$214,Research & Development,1 km,3,Life Sciences,799,3,Male,$42,2,2,Manager,4,Very High,Married,"$8,198",High Income,"$7,925",1,No,11,3,4,1,6,3,1,6,5-9 Years,2,5,0
35,35-44,No,0,Travel_Frequently,$112,Research & Development,11 km,3,Life Sciences,800,1,Male,$72,2,2,Manufacturing Director,1,Low,Single,"$9,601",High Income,"$19,613",3,No,18,3,4,1,12,2,1,2,2-4 Years,2,0,1
35,35-44,No,0,Travel_Rarely,"$1,167",Sales,1 km,3,Marketing,801,2,Male,$41,1,3,Manager,2,Medium,Single,"$8,677",High Income,"$26,787",2,No,14,3,4,3,16,2,1,13,10+ Years,3,1,1
41,35-44,No,0,Travel_Rarely,"$1,282",Sales,29 km,3,Other,802,3,Male,$49,4,2,Sales Executive,3,High,Married,"$9,918",High Income,"$10,339",2,No,13,3,1,1,16,2,1,1,0-1 Years,1,1,1
47,45-54,No,0,Travel_Rarely,$985,Research & Development,2 km,3,Medical,803,4,Female,$79,2,3,Research Director,3,High,Married,"$13,523",High Income,"$5,425",4,No,13,4,3,0,25,1,1,10,10+ Years,1,2,0
33,25-34,No,0,Travel_Rarely,$455,Research & Development,1 km,3,Life Sciences,804,4,Male,$42,3,2,Research Director,4,Very High,Single,"$7,558",High Income,"$8,174",3,No,11,4,3,2,13,4,1,4,2-4 Years,4,4,0
38,35-44,No,0,Travel_Rarely,$677,Human Resources,10 km,3,Life Sciences,805,4,Male,$48,2,1,HR Business Partner,4,Very High,Single,"$6,471",Middle Income,"$19,432",2,No,14,3,2,0,14,1,1,1,0-1 Years,1,1,1
32,25-34,No,0,Travel_Rarely,$345,Research & Development,11 km,3,Other,806,1,Male,$80,1,2,Research Director,1,Low,Married,"$9,982",High Income,"$10,605",3,No,22,3,4,1,12,6,1,0,0-1 Years,0,0,0
51,45-54,No,0,Travel_Frequently,$824,Research & Development,8 km,3,Other,807,1,Male,$42,1,1,Manager,4,Very High,Single,"$7,098",High Income,"$6,989",2,No,16,3,2,1,31,6,1,4,2-4 Years,1,2,0
52,45-54,No,0,Travel_Frequently,$427,Research & Development,5 km,3,Life Sciences,808,4,Male,$77,2,1,Laboratory Technician,2,Medium,Married,"$8,053",High Income,"$2,258",1,No,11,3,1,1,28,0,1,0,0-1 Years,0,0,0
52,45-54,No,0,Travel_Rarely,"$1,240",Research & Development,14 km,3,Technical Degree,809,2,Female,$31,3,2,Research Director,2,Medium,Divorced,"$9,103",High Income,"$15,903",6,No,12,3,3,3,31,4,1,2,2-4 Years,1,0,0
34,25-34,No,0,Travel_Rarely,$836,Sales,5 km,3,Marketing,810,3,Female,$45,2,2,Sales Representative,3,High,Married,"$8,943",High Income,"$4,818",2,No,11,3,3,0,8,3,1,8,5-9 Years,0,0,1
30,25-34,Yes,1,Travel_Rarely,$653,Research & Development,5 km,3,Medical,811,1,Male,$88,2,2,Research Scientist,1,Low,Married,"$11,018",High Income,"$12,598",2,No,12,3,1,0,10,4,1,0,0-1 Years,0,0,0
42,35-44,No,0,Travel_Rarely,$151,Research & Development,1 km,3,Technical Degree,812,4,Male,$43,4,1,Healthcare Representative,1,Low,Married,"$5,648",Middle Income,"$24,006",3,No,11,3,4,1,17,5,1,0,0-1 Years,0,0,0
32,25-34,No,0,Travel_Rarely,$971,Research & Development,10 km,3,Technical Degree,813,3,Male,$45,3,1,Research Scientist,4,Very High,Single,"$8,430",High Income,"$25,295",1,No,15,3,1,2,10,0,1,0,0-1 Years,0,0,0
44,35-44,No,0,Travel_Rarely,$239,Sales,16 km,3,Technical Degree,814,1,Unknown,$30,1,2,Manager,1,Low,Married,"$9,809",High Income,"$11,177",1,Yes,15,3,3,1,21,1,1,0,0-1 Years,0,0,0
49,45-54,No,0,Travel_Frequently,$721,Research & Development,2 km,3,Life Sciences,815,3,Male,$78,1,1,Manager,4,Very High,Married,"$10,368",High Income,"$5,818",3,No,14,3,1,3,31,3,1,1,0-1 Years,0,1,0
28,25-34,No,0,Travel_Rarely,$603,Sales,5 km,3,Life Sciences,816,2,Female,$32,3,2,Sales Executive,2,Medium,Divorced,"$8,759",High Income,"$7,031",3,No,11,3,1,1,5,1,1,5,5-9 Years,5,2,1
41,35-44,No,0,Non-Travel,$285,Research & Development,10 km,3,Other,817,3,Male,$93,1,2,Laboratory Technician,2,Medium,Single,"$9,191",High Income,"$14,500",1,No,11,3,3,1,24,1,1,1,0-1 Years,1,1,1
32,25-34,No,0,Travel_Rarely,$340,Sales,2 km,3,Life Sciences,818,4,Male,$80,4,2,Manager,2,Medium,Single,"$5,914",Middle Income,"$6,280",3,Yes,18,3,3,3,10,6,1,0,0-1 Years,0,0,0
41,35-44,No,0,Travel_Rarely,$709,Sales,9 km,3,Life Sciences,819,2,Male,$65,3,2,Sales Representative,3,High,Single,"$8,891",High Income,"$19,754",1,No,14,3,2,0,22,5,1,7,5-9 Years,1,3,0
36,35-44,No,0,Travel_Rarely,$627,Research & Development,2 km,3,Other,820,3,Female,$54,2,1,Laboratory Technician,4,Very High,Divorced,"$7,569",High Income,"$14,816",2,Yes,14,3,1,1,13,4,1,1,0-1 Years,1,0,1
44,35-44,No,0,Travel_Rarely,"$1,285",Research & Development,1 km,3,Technical Degree,821,1,Male,$34,4,2,Research Scientist,1,Low,Divorced,"$9,125",High Income,"$24,152",2,No,14,3,1,1,23,1,1,6,5-9 Years,6,3,2
41,35-44,No,0,Travel_Rarely,"$1,478",Research & Development,5 km,3,Life Sciences,822,1,Female,$96,1,2,Healthcare Representative,3,High,Married,"$8,403",High Income,"$24,989",2,No,18,3,1,0,16,6,1,4,2-4 Years,2,3,0
48,45-54,No,0,Travel_Rarely,"$1,053",Research & Development,13 km,3,Life Sciences,823,3,Female,$38,1,3,Laboratory Technician,1,Low,Divorced,"$12,271",High Income,"$14,534",4,No,23,4,1,2,20,2,1,6,5-9 Years,1,3,1
27,25-34,No,0,Travel_Frequently,"$1,220",Sales,1 km,3,Technical Degree,824,3,Male,$54,4,2,Sales Representative,3,High,Married,"$7,547",High Income,"$3,180",3,No,11,3,2,0,8,0,1,8,5-9 Years,3,0,4
45,45-54,Yes,1,Non-Travel,$806,Research & Development,7 km,3,Medical,825,4,Female,$99,3,3,Manufacturing Director,3,High,Married,"$10,897",High Income,"$4,076",5,Yes,14,3,3,1,27,3,1,14,10+ Years,1,0,0
36,35-44,No,0,Travel_Rarely,$681,Research & Development,19 km,3,Life Sciences,826,4,Male,$97,3,2,Laboratory Technician,3,High,Divorced,"$9,733",High Income,"$20,104",1,No,14,3,3,0,12,2,1,8,5-9 Years,1,0,0
38,35-44,No,0,Travel_Rarely,"$1,082",Sales,1 km,3,Other,827,2.5,Male,$62,1,1,Sales Executive,1,Low,Single,"$6,753",Middle Income,"$26,779",7,No,11,3,2,2,13,3,1,2,2-4 Years,1,1,2
37,35-44,No,0,Travel_Frequently,$342,Research & Development,17 km,3,Technical Degree,828,2,Female,$73,4,2,Healthcare Representative,3,High,Single,"$9,678",High Income,"$11,015",3,No,20,4,4,0,16,4,1,0,0-1 Years,0,0,0
49,45-54,No,0,Travel_Rarely,$227,Research & Development,1 km,3,Technical Degree,829,3,Male,$48,3,3,Research Director,1,Low,Married,"$11,778",High Income,"$3,660",3,No,14,4,1,1,24,0,1,12,10+ Years,0,0,0
43,35-44,No,0,Travel_Rarely,"$1,364",Research & Development,10 km,3,Life Sciences,830,1,Male,$49,2,2,Manufacturing Director,2,Medium,Divorced,"$11,373",High Income,"$6,168",0,No,11,3,1,2,22,1,1,6,5-9 Years,3,6,1
49,45-54,No,0,Travel_Rarely,$912,Research & Development,2 km,3,Other,831,1,Female,$38,4,3,Research Director,4,Very High,Married,"$8,900",High Income,"$25,850",1,Yes,17,3,4,1,25,1,1,10,10+ Years,0,0,0
40,35-44,No,0,Travel_Rarely,$407,Sales,3 km,3,Marketing,832,4,Female,$60,3,1,Sales Executive,1,Low,Single,"$7,525",High Income,"$5,066",4,No,20,3,1,0,13,6,1,4,2-4 Years,1,0,4
48,45-54,No,0,Travel_Rarely,$295,Research & Development,10 km,3,Technical Degree,833,3,Male,$79,1,3,Laboratory Technician,1,Low,Divorced,"$12,989",High Income,"$7,264",1,No,11,3,3,2,33,2,1,5,5-9 Years,3,5,5
45,45-54,Yes,1,Travel_Rarely,"$1,311",Research & Development,9 km,3,Technical Degree,834,2.5,Female,$76,1,1,Research Director,2,Medium,Single,"$8,279",High Income,"$6,504",1,No,16,3,2,3,20,3,1,0,0-1 Years,0,0,0
25,25-34,No,0,Travel_Rarely,"$1,420",Research & Development,5 km,3,Medical,835,4,Male,$51,4,1,Laboratory Technician,3,High,Married,"$9,488",High Income,"$3,798",2,Yes,11,3,3,1,6,1,1,0,0-1 Years,0,0,0
35,35-44,No,0,Travel_Rarely,$331,Sales,26 km,3,Other,836,2,Male,$58,3,2,Sales Representative,2,Medium,Single,"$9,533",High Income,"$2,418",3,Yes,21,4,2,0,12,1,1,2,2-4 Years,0,2,1
38,35-44,No,0,Travel_Frequently,$763,Human Resources,13 km,3,Human Resources,837,3,Female,$47,3,4,HR Business Partner,2,Medium,Single,"$10,884",High Income,"$20,680",3,Yes,17,3,3,0,16,4,1,16,10+ Years,8,0,3
44,35-44,No,0,Travel_Rarely,$192,Research & Development,21 km,3,Technical Degree,838,1,Male,$53,4,2,Healthcare Representative,1,Low,Single,"$7,453",High Income,"$11,487",3,Yes,13,3,3,1,21,5,1,3,2-4 Years,0,3,3
52,45-54,Yes,1,Travel_Rarely,$496,Unknown Department,2 km,3,Medical,839,4,Male,$46,4,1,Healthcare Representative,4,Very High,Single,"$7,254",High Income,"$23,685",2,Yes,11,3,1,0,27,4,1,1,0-1 Years,1,0,1
34,25-34,No,0,Non-Travel,$924,Research & Development,10 km,3,Life Sciences,840,2,Male,$89,2,2,Research Scientist,1,Low,Married,"$11,936",High Income,"$9,603",1,No,11,4,4,0,13,0,1,3,2-4 Years,0,2,0
38,35-44,No,0,Non-Travel,$484,Sales,18 km,3,Other,841,2,Male,$31,4,3,Sales Executive,2,Medium,Single,"$10,432",High Income,"$18,969",1,No,20,3,3,0,11,4,1,8,5-9 Years,1,0,4
29,25-34,Yes,1,Travel_Rarely,$639,Sales,1 km,3,Other,842,4,Male,$41,1,1,Sales Representative,2,Medium,Single,"$8,301",High Income,"$10,767",5,Yes,19,3,1,1,3,1,1,1,0-1 Years,1,0,0
46,45-54,No,0,Travel_Rarely,$928,Research & Development,3 km,3,Life Sciences,843,4,Male,$41,2,2,Research Scientist,3,High,Married,"$9,046",High Income,"$7,432",2,Yes,14,3,3,0,26,4,1,7,5-9 Years,1,5,0
40,35-44,No,0,Travel_Rarely,$536,Research & Development,5 km,3,Other,844,2,Male,$30,1,1,Healthcare Representative,4,Very High,Married,"$6,732",Middle Income,"$2,131",3,No,17,3,4,1,19,6,1,2,2-4 Years,2,0,2
28,25-34,No,0,Travel_Rarely,$710,Research & Development,15 km,3,Medical,845,2,Female,$73,3,3,Healthcare Representative,2,Medium,Single,"$11,845",High Income,"$24,207",4,No,11,4,4,0,7,4,1,7,5-9 Years,1,0,1
49,45-54,No,0,Travel_Rarely,$428,Research & Development,9 km,3,Life Sciences,846,4,Female,$81,1,3,Research Director,4,Very High,Single,"$13,252",High Income,"$11,495",1,No,16,3,3,2,30,6,1,5,5-9 Years,1,0,0
39,35-44,No,0,Travel_Frequently,$885,Sales,2 km,3,Technical Degree,847,3,Male,$61,3,1,Manager,2,Medium,Single,"$7,356",High Income,"$2,344",5,No,14,3,2,2,17,2,1,0,0-1 Years,0,0,0
38,35-44,No,0,Travel_Rarely,$730,Research & Development,14 km,3,Medical,848,3,Female,$72,3,1,Research Scientist,3,High,Single,"$5,500",Middle Income,"$17,919",2,No,12,3,3,0,17,1,1,4,2-4 Years,4,4,1
37,35-44,No,0,Travel_Rarely,"$1,181",Research & Development,1 km,3,Life Sciences,849,4,Male,$53,2,1,Healthcare Representative,3,High,Single,"$6,735",Middle Income,"$6,718",3,No,18,3,3,2,19,1,1,4,2-4 Years,4,0,1
42,35-44,No,0,Non-Travel,$302,Sales,8 km,3,Life Sciences,850,1,Male,$60,3,4,Sales Representative,3,High,Single,"$13,621",High Income,"$12,260",1,No,21,3,3,0,16,6,1,12,10+ Years,2,4,0
36,35-44,Yes,1,Travel_Frequently,$441,Research & Development,11 km,3,Other,851,1,Male,$54,2,2,Healthcare Representative,4,Very High,Single,"$7,735",High Income,"$8,798",1,Yes,11,4,2,1,15,1,1,3,2-4 Years,3,2,0
44,35-44,No,0,Travel_Frequently,$178,Research & Development,29 km,3,Technical Degree,852,3,Male,$34,3,1,Research Scientist,2,Medium,Married,"$9,141",High Income,"$15,049",2,Yes,13,3,3,1,25,6,1,2,2-4 Years,0,0,0
38,35-44,No,0,Travel_Rarely,$124,Research & Development,16 km,3,Medical,853,1,Male,$83,2,1,Laboratory Technician,3,High,Single,"$9,657",High Income,"$24,200",3,No,16,3,4,1,16,1,1,2,2-4 Years,2,0,2
39,35-44,No,0,Travel_Rarely,"$1,256",Sales,2 km,3,Technical Degree,854,4,Male,$47,1,2,Manager,4,Very High,Married,"$8,295",High Income,"$22,686",1,Yes,12,3,4,1,19,1,1,6,5-9 Years,5,1,1
42,35-44,No,0,Travel_Rarely,$319,Research & Development,3 km,3,Other,855,4,Male,$92,4,1,Healthcare Representative,3,High,Married,"$7,557",High Income,"$22,168",2,Yes,19,3,3,0,26,1,1,3,2-4 Years,3,0,2
39,35-44,Yes,1,Travel_Rarely,$515,Sales,2 km,3,Technical Degree,856,1,Male,$90,4,2,Manager,4,Very High,Married,"$9,320",High Income,"$24,483",2,No,16,3,2,1,15,1,1,1,0-1 Years,1,0,0
43,35-44,No,0,Travel_Rarely,"$1,042",Sales,25 km,3,Technical Degree,857,2,Male,$34,4,1,Sales Representative,1,Low,Single,"$5,664",Middle Income,"$10,232",2,No,18,3,3,1,21,4,1,3,2-4 Years,1,3,3
25,25-34,No,0,Travel_Rarely,$847,Research & Development,7 km,3,Life Sciences,858,1,Female,$81,2,1,Healthcare Representative,2,Medium,Single,"$8,942",High Income,"$22,298",1,Yes,20,3,3,1,0,4,1,0,0-1 Years,0,0,0
46,45-54,No,0,Travel_Frequently,$446,Research & Development,1 km,3,Technical Degree,859,3,Male,$53,1,2,Laboratory Technician,4,Very High,Divorced,"$6,633",Middle Income,"$18,288",3,Yes,11,3,1,3,20,3,1,4,2-4 Years,4,4,0
45,45-54,No,0,Travel_Rarely,$222,Research & Development,23 km,3,Medical,860,3,Male,$92,1,1,Laboratory Technician,1,Low,Married,"$8,486",High Income,"$4,340",3,No,11,3,1,0,20,1,1,0,0-1 Years,0,0,0
43,35-44,Yes,1,Travel_Rarely,"$1,028",Research & Development,1 km,3,Other,861,1,Male,$54,2,1,Manager,3,High,Married,"$9,579",High Income,"$16,906",1,Yes,15,3,4,3,17,4,1,1,0-1 Years,1,1,1
21,Under 25,Yes,1,Travel_Rarely,"$1,308",Research & Development,17 km,3,Other,862,3,Male,$38,4,1,Research Director,4,Very High,Divorced,"$6,223",Middle Income,"$23,016",2,No,14,3,4,2,0,0,1,0,0-1 Years,0,0,0
37,35-44,No,0,Travel_Frequently,$250,Research & Development,2 km,3,Other,863,1,Male,$41,3,2,Manufacturing Director,3,High,Single,"$10,269",High Income,"$18,345",1,No,18,3,3,0,16,2,1,1,0-1 Years,0,0,0
41,35-44,No,0,Travel_Rarely,$290,Research & Development,10 km,3,Technical Degree,864,3,Male,$72,2,3,Research Scientist,1,Low,Single,"$10,831",High Income,"$21,818",1,No,20,3,1,1,18,4,1,5,5-9 Years,2,0,0
34,25-34,No,0,Travel_Rarely,"$1,107",Research & Development,3 km,3,Other,865,2,Female,$87,2,1,Healthcare Representative,4,Very High,Single,"$6,963",Middle Income,"$7,645",1,No,17,3,1,0,10,0,1,1,0-1 Years,1,0,1
40,35-44,No,0,Travel_Frequently,$724,Research & Development,1 km,3,Life Sciences,866,1,Female,$89,1,2,Manufacturing Director,4,Very High,Divorced,"$10,277",High Income,"$24,837",1,No,18,3,1,1,16,5,1,3,2-4 Years,0,3,3
31,25-34,No,0,Non-Travel,$440,Research & Development,1 km,3,Technical Degree,867,2,Male,$49,2,2,Manufacturing Director,3,High,Married,"$9,720",High Income,"$19,706",3,Yes,11,3,2,0,13,4,1,0,0-1 Years,0,0,0
18,Under 25,No,0,Travel_Rarely,$698,Research & Development,4 km,3,Other,868,4,Male,$69,4,2,Research Director,1,Low,Divorced,"$10,126",High Income,"$8,348",5,No,13,3,2,1,0,3,1,0,0-1 Years,0,0,0
27,25-34,No,0,Travel_Frequently,$245,Research & Development,3 km,3,Other,869,3,Male,$47,2,1,Manager,4,Very High,Married,"$8,946",High Income,"$17,378",2,No,11,3,1,3,3,6,1,3,2-4 Years,2,0,3
28,25-34,No,0,Travel_Rarely,$633,Research & Development,1 km,3,Life Sciences,870,2,Unknown,$99,2,3,Manager,3,High,Divorced,"$11,774",High Income,"$5,407",2,No,11,3,2,1,7,4,1,5,5-9 Years,2,0,5
28,25-34,No,0,Travel_Frequently,"$1,158",Sales,17 km,3,Marketing,871,4,Male,$58,3,2,Sales Representative,3,High,Single,"$8,794",High Income,"$3,086",1,No,13,3,1,1,3,5,1,3,2-4 Years,3,0,2
52,45-54,No,0,Travel_Rarely,$766,Human Resources,2 km,4,Human Resources,872,4,Female,$53,3,1,Human Resources,4,Very High,Married,"$5,289",Middle Income,"$4,059",2,No,18,3,3,0,22,3,3,2,2-4 Years,0,0,1
35,35-44,No,0,Travel_Rarely,$296,Research & Development,14 km,3,Medical,873,4,Male,$99,1,2,Manufacturing Director,2,Medium,Divorced,"$9,872",High Income,"$6,182",3,No,19,3,2,1,10,5,1,0,0-1 Years,0,0,0
31,25-34,No,0,Non-Travel,$190,Research & Development,2 km,3,Technical Degree,874,1,Male,$80,1,3,Research Director,4,Very High,Single,"$12,009",High Income,"$5,829",4,No,16,3,4,3,14,6,1,14,10+ Years,2,4,1
46,45-54,No,0,Travel_Rarely,$629,Research & Development,4 km,3,Life Sciences,875,1,Female,$59,2,5,Manager,3,High,Single,"$14,088",High Income,"$7,255",5,Yes,20,3,1,0,21,2,1,15,10+ Years,8,0,6
