Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Rarely,275,Sales,1.0,4.0,life sciences,1,1135,1.0,Male,35,2,1,Manager,2.0,Married,6664.0,6268,2.0,Y,Yes,12,3,4,80,1,9.0,1,3.0,0,0,0,0
28,No,Travel_Rarely,232,Human Resources,5.0,1.0,Human Resources,1,97,1.0,Male,51,3,2,Manager,2.0,Divorced,9162.0,26745,0.0,Y,No,21,3,2,80,1,1.0,3,2.0,1,0,1,1
34,No,Travel_Frequently,665,Sales,6.0,,Other,1,1249,3.0,Male,80,1,2,Sales Executive,1.0,Married,6985.0,5244,2.0,Y,0,14,3,2,80,0,15.0,4,2.0,4,1,1,1
42,No,Travel_Rarely,841,  Research & Development  ,6.0,3.0,medical,1,1350,3.0,Female,39,2,2,Manufacturing Director,4.0,Single,9255.0,14215,5.0,Y,No,12,4,2,80,0,26.0,4,4.0,4,3,0,0
25,Y,Travel_Frequently,1281,Research & Development,1.0,1.0,  Other  ,1,1017,2.0,Male,64,3,2,Research Director,4.0,Single,6828.0,4875,3.0,Y,No,11,3,4,80,1,2.0,4,2.0,2,2,2,0
51,Yes,Travel_Frequently,205,Research & Development,7.0,3.0,other,1,569,2.0,Male,88,4,2,  Healthcare Representative  ,4.0,Divorced,8409.0,4549,2.0,Y,No,11,3,1,80,0,31.0,3,1.0,5,0,0,3
18,Yes,Travel_Rarely,685,SALES,7.0,3.0,Other,1,751,4.0,Male,83,1,2,Sales Executive,,divorced,5266.0,16038,2.0,Y,Y,17,3,1,80,1,0.0,2,3.0,0,0,0,0
42,N,Travel_Rarely,865,Sales,7.0,5.0,Other,1,109,1.0,Male,85,2,4,sales executive,2.0,Divorced,11753.0,20662,6.0,Y,Y,12,3,1,80,0,16.0,5,3.0,12,0,0,3
40,No,travel_frequently,724,Research & Development,1.0,2.0,Life Sciences,1,866,1.0,Female,89,1,2,Manufacturing Director,4.0,Divorced,10277.0,24837,1.0,Y,No,18,3,1,80,1,16.0,5,3.0,3,0,3,3
42,No,Travel_Rarely,897,Research & Development,1.0,2.0,Other,1,1302,2.0,Female,99,3,3,Healthcare Representative,2.0,Married,9780.0,21484,3.0,Y,No,18,3,3,80,0,21.0,2,3.0,5,0,0,0
28,No,Travel_Rarely,1404,Research & Development,21.0,1.0,LIFE SCIENCES,1,566,3.0,Male,70,1,2,Healthcare Representative,1.0,Married,9195.0,26194,1.0,Y,No,11,3,4,80,0,2.0,5,3.0,0,0,0,0
32,No,Travel_Rarely,1208,sales,,4.0,Other,1,609,2.0,Male,69,2,1,Sales Representative,,Divorced,7924.0,19783,3.0,Y,Y,11,3,1,80,2,9.0,6,4.0,4,0,1,1
34,No,Travel_Frequently,1167,RESEARCH & DEVELOPMENT,5.0,3.0,Other,1,637,2.0,Male,65,3,1,Manufacturing Director,3.0,single,4989.0,17804,0.0,Y,No,22,3,4,80,3,12.0,0,3.0,1,1,1,0
37,No,Travel_Rarely,722,,4.0,4.0,Life Sciences,1,986,,Female,65,3,1,Laboratory Technician,3.0,  Married  ,8158.0,6180,3.0,Y,Yes,11,3,3,80,0,19.0,0,3.0,0,0,0,0
31,Yes,TRAVEL_RARELY,1266,Sales,3.0,1.0,Technical Degree,1,346,1.0,Female,38,3,1,  Sales Representative  ,3.0,Single,4163.0,11447,2.0,Y,no,13,3,1,80,0,10.0,4,3.0,1,0,1,1
38,yes,travel_rarely,254,Research & Development,10.0,3.0,Other,1,900,2.0,Female,51,2,2,Manufacturing Director,4.0,Married,,19650,2.0,Y,Yes,11,3,4,80,1,18.0,2,2.0,1,1,1,0
35,No,Travel_Rarely,789,Research & Development,1.0,3.0,Medical,1,99,4.0,Male,72,3,1,Healthcare Representative,3.0,Single,11787.0,2333,4.0,Y,N,14,3,4,80,1,13.0,4,3.0,1,1,1,1
42,0,Travel_Rarely,1158,Human Resources,1.0,2.0,Life Sciences,1,1216,3.0,Male,97,4,2,HR Business Partner,2.0,Single,10779.0,19455,0.0,Y,No,19,3,4,80,1,20.0,2,2.0,3,3,0,1
47,0,Travel_Rarely,985,  Research & Development  ,2.0,2.0,Medical,1,803,4.0,Female,79,2,3,Research Director,3.0,married,13523.0,5425,4.0,Y,No,13,4,3,80,0,25.0,1,2.0,10,1,2,0
38,No,Travel_Rarely,485,RESEARCH & DEVELOPMENT,4.0,2.0,Other,1,495,3.0,Male,84,2,4,Research Director,4.0,Married,15028.0,17218,4.0,Y,No,15,3,1,80,0,19.0,0,3.0,19,8,2,0
28,No,Travel_Rarely,253,Research & Development,4.0,3.0,medical,1,75,4.0,Male,83,2,2,  Healthcare Representative  ,1.0,Single,9386.0,25623,6.0,Y,No,14,3,3,80,2,2.0,4,,0,0,0,0
27,Yes,travel_rarely,251,Sales,1.0,2.0,Marketing,1,266,1.0,,39,1,2,Sales Representative,3.0,Married,5914.0,10403,3.0,Y,Yes,14,3,4,80,3,,1,3.0,0,0,0,0
51,No,NON-TRAVEL,297,SALES,17.0,2.0,Other,1,643,4.0,Female,66,1,2,Sales Executive,1.0,MARRIED,9312.0,13509,7.0,Y,no,16,3,4,80,1,29.0,2,3.0,7,0,6,1
34,No,Travel_Rarely,467,Research & Development,1.0,4.0,Technical Degree,1,1044,3.0,Female,41,2,1,Manager,1.0,married,8148.0,12537,2.0,Y,No,13,3,1,80,0,4.0,4,2.0,4,0,1,0
33,No,Non-Travel,493,Research & Development,20.0,2.0,Life Sciences,1,1273,4.0,Male,57,3,4,RESEARCH SCIENTIST,4.0,Divorced,14827.0,24021,,Y,No,11,3,3,80,0,10.0,0,4.0,10,4,1,2
42,No,Travel_Frequently,723,Research & Development,17.0,4.0,medical,1,12,1.0,Male,84,3,2,Research Director,3.0,Married,12166.0,5516,2.0,Y,No,12,4,3,80,3,19.0,5,2.0,0,0,0,0
28,N,Travel_Frequently,846,Research & Development,10.0,1.0,  Life Sciences  ,1,662,3.0,Male,71,1,2,  Research Scientist  ,1.0,MARRIED,8871.0,14388,3.0,Y,N,14,3,3,80,1,6.0,3,4.0,2,2,1,2
39,No,Travel_Rarely,998,Research & Development,6.0,1.0,Medical,1,356,2.0,Male,94,3,3,Healthcare Representative,4.0,Married,12967.0,14149,3.0,Y,Y,13,4,4,80,2,18.0,0,4.0,8,3,0,0
22,Yes,Travel_Rarely,1252,Sales,29.0,1.0,marketing,1,28,2.0,Female,35,4,2,Sales Executive,1.0,Single,10210.0,17055,3.0,Y,No,17,3,3,80,0,,0,3.0,2,0,2,2
34,No,Travel_Rarely,559,research & development,7.0,3.0,Technical Degree,1,670,4.0,Male,52,3,1,Manager,1.0,MARRIED,8988.0,8591,5.0,Y,No,15,4,2,80,3,12.0,0,2.0,3,1,0,2
41,No,TRAVEL_FREQUENTLY,1380,SALES,12.0,3.0,Other,1,1059,2.0,Male,97,1,1,MANAGER,4.0,Married,8590.0,3919,1.0,Y,No,13,3,1,80,2,15.0,3,3.0,0,0,0,0
26,No,Travel_Rarely,131,Research & Development,1.0,2.0,technical degree,1,425,2.0,Male,76,3,2,MANAGER,2.0,Divorced,11088.0,21846,1.0,Y,Yes,21,3,4,80,0,3.0,4,4.0,3,3,2,0
47,No,Travel_Rarely,1491,Research & Development,11.0,2.0,Technical Degree,1,25,2.0,Male,71,1,1,Manager,2.0,Divorced,9037.0,25752,4.0,Y,Yes,18,3,4,80,2,24.0,3,2.0,1,1,1,1
35,no,Travel_Rarely,331,sales,26.0,2.0,Other,1,836,2.0,Male,58,3,2,sales representative,2.0,Single,9533.0,2418,3.0,Y,Yes,21,4,2,80,0,12.0,1,3.0,2,0,2,1
29,Yes,Travel_Frequently,1178,sales,1.0,1.0,Other,1,331,1.0,Male,44,1,3,Manager,2.0,divorced,11606.0,3062,3.0,Y,No,16,3,3,80,1,6.0,5,3.0,6,3,1,1
34,No,Travel_Rarely,1363,Sales,8.0,1.0,Marketing,1,704,2.0,Male,97,2,1,Sales Executive,4.0,Married,8873.0,15581,5.0,Y,No,22,3,2,80,3,10.0,5,4.0,0,0,0,0
32,No,Travel_Frequently,1384,  Research & Development  ,1.0,,Technical Degree,1,951,3.0,Male,38,1,2,LABORATORY TECHNICIAN,4.0,married,8945.0,21691,3.0,Y,No,15,3,4,80,0,10.0,4,3.0,1,0,0,0
5,No,non-travel,899,Research & Development,2.0,1.0,Technical Degree,1,502,3.0,Male,67,4,3,MANUFACTURING DIRECTOR,2.0,Married,13239.0,6830,0.0,Y,No,17,3,2,80,0,27.0,3,4.0,6,1,2,3
38,No,Travel_Frequently,1203,Research & Development,5.0,2.0,Technical Degree,1,1330,3.0,Male,36,4,3,research director,1.0,  Married  ,9259.0,8131,1.0,Y,Yes,13,3,4,80,1,11.0,0,3.0,6,3,2,0
38,No,Travel_Frequently,763,Human Resources,13.0,3.0,Human Resources,1,837,3.0,Female,47,3,4,HR Business Partner,2.0,Single,10884.0,20680,3.0,Y,Y,17,3,3,80,0,16.0,4,4.0,16,8,0,3
25,No,TRAVEL_RARELY,1373,  Research & Development  ,9.0,3.0,Medical,1,1032,1.0,Female,93,4,1,  Research Scientist  ,3.0,Single,6193.0,16200,2.0,Y,1,19,4,4,80,0,4.0,0,3.0,4,4,1,1
30,No,Travel_Rarely,491,Research & Development,5.0,2.0,Technical Degree,1,1468,4.0,Female,56,2,3,Research Director,1.0,Married,12931.0,4008,6.0,Y,no,11,3,4,80,2,11.0,6,3.0,6,6,6,4
29,Yes,Travel_Rarely,700,Research & Development,1.0,4.0,OTHER,1,1185,2.0,Female,62,1,2,Research Director,2.0,Married,10733.0,6218,3.0,Y,Yes,13,3,1,80,0,,4,2.0,1,1,1,1
21,No,travel_rarely,401,Sales,12.0,1.0,Life Sciences,1,169,4.0,Female,68,4,2,Sales Representative,4.0,Single,,20462,0.0,Y,No,14,3,3,80,0,0.0,3,4.0,0,0,0,0
26,No,Travel_Frequently,952,Sales,3.0,2.0,marketing,1,287,4.0,Female,98,4,1,Manager,3.0,Married,6207.0,7395,3.0,Y,No,18,4,3,80,0,0.0,1,3.0,0,0,0,0
40,No,Travel_Rarely,273,RESEARCH & DEVELOPMENT,2.0,2.0,Medical,1,1409,3.0,Male,36,2,2,Healthcare Representative,4.0,Married,11678.0,19538,2.0,Y,Yes,14,3,1,80,2,13.0,3,3.0,3,2,1,0
33,No,Travel_Rarely,635,Sales,2.0,3.0,  Technical Degree  ,1,1087,3.0,Female,95,4,1,SALES EXECUTIVE,4.0,Divorced,8722.0,18283,1.0,Y,No,17,3,1,80,1,,5,3.0,2,1,0,2
33,No,Non-Travel,668,Research & Development,1.0,4.0,  Medical  ,1,1166,2.0,Female,35,2,2,Manufacturing Director,4.0,Single,11251.0,4693,3.0,Y,No,11,3,2,80,1,5.0,6,4.0,5,2,0,2
35,No,  Travel_Frequently  ,1232,Research & Development,6.0,1.0,Medical,1,654,2.0,Male,50,3,1,Manufacturing Director,3.0,Divorced,7587.0,23841,2.0,Y,N,18,3,2,80,0,13.0,0,3.0,4,1,3,4
44,no,Travel_Rarely,1285,Research & Development,1.0,2.0,Technical Degree,1,821,1.0,Male,34,4,2,Research Scientist,1.0,  Divorced  ,9125.0,24152,2.0,Y,No,14,3,1,80,1,23.0,1,3.0,6,6,3,2
18,Yes,Non-Travel,435,Research & Development,1.0,3.0,  Life Sciences  ,1,15,1.0,Female,50,4,2,Healthcare Representative,4.0,Single,7955.0,26082,1.0,Y,Yes,11,3,4,80,0,0.0,0,3.0,0,0,0,0
43,no,TRAVEL_RARELY,1232,Human Resources,29.0,3.0,Other,1,420,3.0,Female,37,3,2,MANAGER,3.0,Married,11184.0,25738,3.0,Y,Yes,13,3,2,80,0,17.0,4,3.0,0,0,0,0
42,No,Travel_Rarely,1315,Sales,9.0,3.0,technical degree,1,189,2.0,Male,79,3,1,  Sales Executive  ,1.0,Single,6125.0,17393,3.0,Y,No,12,3,4,80,0,19.0,4,3.0,0,0,0,0
38,No,  Travel_Frequently  ,522,,3.0,2.0,Life Sciences,1,653,4.0,Female,35,2,3,Research Scientist,4.0,Single,11845.0,13454,2.0,Y,No,16,3,4,80,1,19.0,2,3.0,9,0,2,2
35,No,Travel_Frequently,1493,Research & Development,15.0,3.0,Medical,1,680,2.0,Female,80,3,3,Healthcare Representative,4.0,single,10807.0,3299,4.0,Y,Yes,11,3,1,80,0,8.0,0,3.0,5,3,2,4
20,No,Travel_Rarely,434,Sales,5.0,5.0,Marketing,1,437,,Male,94,1,2,Sales Executive,4.0,Married,8242.0,2321,1.0,Y,Yes,12,3,4,80,0,0.0,3,3.0,0,0,0,0
30,No,travel_rarely,1442,RESEARCH & DEVELOPMENT,3.0,1.0,Technical Degree,1,1274,4.0,Female,44,4,2,  Research Director  ,2.0,Married,8784.0,3953,2.0,Y,N,17,3,2,80,1,2.0,4,3.0,0,0,0,0
38,No,Travel_Rarely,297,Research & Development,400.0,4.0,MEDICAL,1,1411,3.0,Female,87,4,2,Research Director,4.0,SINGLE,9260.0,20361,0.0,Y,Yes,12,4,4,80,0,17.0,3,3.0,0,0,0,0
30,no,  Travel_Rarely  ,1002,Research & Development,1.0,2.0,Technical Degree,1,567,3.0,Female,76,3,1,Laboratory Technician,3.0,Married,10923.0,8279,3.0,Y,Yes,21,4,1,80,0,5.0,4,3.0,3,2,3,3
36,No,Travel_Rarely,1131,Research & Development,9.0,2.0,Medical,1,417,1.0,Male,54,2,1,Manufacturing Director,3.0,Single,6908.0,26380,1.0,Y,no,18,3,4,80,1,12.0,5,2.0,0,0,0,0
23,No,travel_rarely,140,Research & Development,13.0,3.0,other,1,1101,1.0,Female,79,1,1,HEALTHCARE REPRESENTATIVE,1.0,Single,7837.0,25151,2.0,Y,Yes,16,3,4,80,2,0.0,6,2.0,0,0,0,0
38,No,Travel_Rarely,565,SALES,1.0,3.0,LIFE SCIENCES,1,1371,4.0,Female,46,3,2,  Sales Executive  ,2.0,Divorced,9079.0,16835,3.0,Y,no,14,3,4,80,2,19.0,1,4.0,4,1,2,1
35,No,Travel_Rarely,1438,research & development,1.0,1.0,  Medical  ,1,779,2.0,Male,84,4,2,HEALTHCARE REPRESENTATIVE,1.0,Married,9310.0,4619,4.0,Y,No,19,3,1,80,0,15.0,5,2.0,0,0,0,0
18,Yes,Travel_Rarely,478,SALES,1.0,4.0,Technical Degree,1,953,3.0,Male,37,4,1,Sales Representative,1.0,Married,5970.0,22329,1.0,Y,No,19,3,4,80,0,0.0,2,3.0,0,0,0,0
47,no,Travel_Frequently,1012,Sales,28.0,2.0,Technical Degree,1,408,3.0,Male,33,1,3,Manager,4.0,single,9883.0,6182,0.0,Y,Yes,18,3,1,80,2,23.0,2,2.0,9,0,1,1
31,No,Travel_Rarely,1071,Research & Development,7.0,2.0,MEDICAL,1,588,2.0,Male,37,2,3,Research Scientist,2.0,Married,11633.0,19652,3.0,Y,No,20,3,3,80,0,10.0,3,2.0,10,0,1,2
44,No,Travel_Rarely,178,Research & Development,3.0,4.0,Life Sciences,1,397,2.0,Female,98,4,2,Manager,2.0,Single,6366.0,15937,1.0,Y,Yes,12,3,1,80,1,22.0,5,2.0,3,3,2,3
46,No,travel_rarely,730,Sales,7.0,1.0,  Life Sciences  ,1,933,2.0,Female,35,2,1,SALES EXECUTIVE,2.0,Married,8702.0,9271,3.0,Y,Yes,15,3,1,80,2,,0,3.0,2,0,2,1
57,No,Travel_Rarely,960,Research & Development,6.0,2.0,Technical Degree,1,367,2.0,Female,86,3,3,Healthcare Representative,1.0,  Married  ,13106.0,14425,2.0,Y,Yes,15,3,3,80,1,30.0,3,3.0,5,5,1,4
36,Yes,Travel_Frequently,478,  Human Resources  ,19.0,3.0,Other,1,1091,4.0,Male,51,3,3,HR Business Partner,3.0,Married,10058.0,4218,2.0,Y,No,15,3,4,80,2,17.0,3,3.0,7,1,3,0
27,No,TRAVEL_FREQUENTLY,1465,research & development,21.0,4.0,LIFE SCIENCES,1,783,4.0,Female,62,3,2,Research Scientist,2.0,Single,11813.0,17067,2.0,Y,No,20,3,4,80,0,7.0,2,4.0,5,1,2,0
26,No,Non-Travel,821,RESEARCH & DEVELOPMENT,29.0,4.0,Technical Degree,1,730,3.0,Female,83,4,1,Manufacturing Director,4.0,Married,10136.0,15383,2.0,Y,Yes,11,3,1,80,2,6.0,2,4.0,2,1,2,1
34,No,Non-Travel,544,Sales,2.0,2.0,technical degree,1,1036,1.0,Female,80,2,1,MANAGER,1.0,Married,6180.0,11047,2.0,Y,No,17,3,3,80,0,7.0,1,3.0,2,2,1,1
57,0,travel_rarely,774,Research & Development,13.0,3.0,Medical,1,1178,2.0,Female,97,2,3,Research Scientist,4.0,Married,7047.0,2515,2.0,Y,No,16,3,2,80,0,35.0,5,3.0,6,0,0,5
47,Yes,Travel_Frequently,1004,RESEARCH & DEVELOPMENT,12.0,3.0,  Other  ,1,193,1.0,Male,60,3,5,HEALTHCARE REPRESENTATIVE,3.0,Married,15881.0,2558,6.0,Y,No,17,3,1,80,3,27.0,5,3.0,18,0,0,0
50,N,TRAVEL_RARELY,1342,Research & Development,1.0,2.0,  Technical Degree  ,1,150,3.0,Female,42,1,1,Research Director,2.0,Single,9625.0,5899,1.0,Y,No,11,3,2,80,0,26.0,3,1.0,2,0,1,2
41,No,Travel_Rarely,996,SALES,6.0,1.0,Technical Degree,1,1110,1.0,Male,90,2,2,Manager,3.0,Single,10399.0,16260,3.0,Y,No,17,3,2,80,1,19.0,6,,1,0,0,1
45,No,Travel_Frequently,1187,Sales,11.0,2.0,Technical Degree,1,937,1.0,Male,37,3,2,Manager,3.0,MARRIED,11491.0,12798,1.0,Y,No,16,3,2,80,0,23.0,0,2.0,1,1,1,1
28,No,Travel_Rarely,710,RESEARCH & DEVELOPMENT,15.0,3.0,Medical,1,845,2.0,Female,73,3,3,Healthcare Representative,2.0,Single,11845.0,24207,4.0,Y,No,11,4,4,80,0,7.0,4,3.0,7,1,0,1
39,No,travel_rarely,577,Research & Development,1.0,3.0,Life Sciences,1,300,4.0,Male,44,3,2,Healthcare Representative,3.0,Married,8390.0,25553,0.0,Y,Yes,18,3,4,80,0,25.0,3,3.0,4,0,0,2
37,No,Travel_Rarely,630,Research & Development,9.0,2.0,Life Sciences,1,1022,2.0,Male,30,3,1,Manufacturing Director,2.0,  Married  ,,7198,1.0,Y,No,17,3,2,80,1,10.0,2,3.0,3,3,0,2
49,No,Travel_Rarely,1177,Sales,5.0,2.0,Technical Degree,1,1141,1.0,Male,82,4,1,Sales Executive,1.0,Single,7342.0,19521,1.0,Y,No,15,4,3,80,0,25.0,4,1.0,3,3,1,3
43,No,TRAVEL_RARELY,1364,Research & Development,10.0,3.0,life sciences,1,830,1.0,Male,49,2,2,Manufacturing Director,2.0,DIVORCED,11373.0,6168,0.0,Y,No,11,3,1,80,2,22.0,1,3.0,6,3,6,1
28,no,travel_rarely,711,,24.0,3.0,Life Sciences,1,1252,1.0,Female,59,1,2,Sales Executive,1.0,Married,10468.0,11698,2.0,Y,No,17,3,3,80,1,4.0,5,,3,0,0,3
35,No,Travel_Frequently,1305,Research & Development,10.0,3.0,MEDICAL,1,241,2.0,Female,80,2,1,Manager,1.0,MARRIED,7776.0,18183,2.0,Y,No,13,3,3,80,1,12.0,3,4.0,1,1,0,1
32,yes,Travel_Rarely,1212,SALES,13.0,3.0,Life Sciences,1,200,1.0,Male,85,4,2,Sales Executive,2.0,Single,7890.0,11069,3.0,Y,no,17,3,4,80,0,6.0,1,3.0,0,0,0,0
35,No,Travel_Rarely,494,Research & Development,6.0,1.0,MEDICAL,1,1019,2.0,Male,86,2,1,Manufacturing Director,4.0,Single,7164.0,12738,0.0,Y,No,12,3,1,80,0,9.0,0,2.0,0,0,0,0
42,No,Travel_Rarely,1192,Research & Development,2.0,4.0,Life Sciences,1,46,2.0,Male,69,2,2,Healthcare Representative,2.0,Divorced,11093.0,6229,3.0,Y,No,15,3,4,80,1,20.0,2,3.0,3,3,1,0
28,No,Travel_Rarely,603,Research & Development,29.0,3.0,Technical Degree,1,1265,3.0,Female,59,4,2,LABORATORY TECHNICIAN,2.0,Married,9347.0,10917,0.0,Y,Yes,11,3,1,80,0,4.0,6,2.0,0,0,0,0
27,yes,Travel_Rarely,817,Sales,29.0,3.0,marketing,1,541,2.0,Male,33,4,1,Manager,1.0,Married,9850.0,2984,3.0,Y,Yes,20,3,4,80,1,4.0,5,2.0,1,1,1,1
46,No,Travel_Frequently,1325,Human Resources,20.0,2.0,Other,1,894,1.0,Female,84,3,1,Human Resources,2.0,Single,7509.0,4888,3.0,Y,Yes,18,3,1,80,1,23.0,1,3.0,0,0,0,0
53,No,  Travel_Rarely  ,1428,Sales,1.0,4.0,Marketing,1,138,4.0,Female,73,4,1,Sales Representative,1.0,Married,8774.0,18613,0.0,Y,No,16,3,4,80,1,35.0,5,2.0,3,0,3,3
37,No,Travel_Frequently,250,Research & Development,2.0,,Other,1,863,1.0,Male,41,3,2,Manufacturing Director,3.0,single,10269.0,18345,1.0,Y,no,18,3,3,80,0,16.0,2,2.0,1,0,0,0
26,No,Travel_Rarely,1265,Sales,1.0,4.0,Technical Degree,1,1363,2.0,Female,62,4,1,Manager,1.0,Divorced,4847.0,17197,3.0,Y,No,11,4,3,80,0,2.0,2,3.0,2,0,2,2
44,no,  Travel_Rarely  ,1025,Research & Development,3.0,3.0,Technical Degree,1,534,2.0,Female,88,3,2,Manager,,Married,12417.0,16379,2.0,Y,No,21,3,1,80,3,,3,2.0,0,0,0,0
32,No,Travel_Rarely,1013,Sales,7.0,1.0,TECHNICAL DEGREE,1,1341,1.0,Female,36,4,1,Sales Executive,1.0,Married,6190.0,7350,4.0,Y,No,18,3,2,80,0,8.0,5,3.0,3,1,3,0
32,No,TRAVEL_RARELY,698,RESEARCH & DEVELOPMENT,29.0,3.0,Medical,1,1117,3.0,Male,78,2,3,Laboratory Technician,3.0,Married,11694.0,14794,2.0,Y,No,18,3,1,80,3,9.0,4,4.0,9,0,0,0
27,No,Travel_Rarely,572,Research & Development,1.0,3.0,Other,1,1023,1.0,Male,84,2,2,Laboratory Technician,1.0,Married,7491.0,26811,1.0,Y,Yes,13,3,1,80,0,3.0,5,3.0,3,0,0,0
34,No,Travel_Rarely,1083,Sales,8.0,1.0,Technical Degree,1,1240,3.0,Male,37,2,1,Sales Executive,4.0,Married,10539.0,24828,7.0,Y,No,21,3,2,80,3,,5,2.0,0,0,0,0
47,No,Non-Travel,581,Sales,1.0,2.0,Marketing,1,382,4.0,Female,50,1,1,Sales Representative,2.0,Married,6810.0,3621,1.0,Y,No,18,3,1,80,1,21.0,1,2.0,1,1,0,1
23,No,Travel_Rarely,587,Research & Development,8.0,3.0,Other,1,981,2.0,Male,38,2,2,Manager,2.0,Divorced,10492.0,16359,3.0,Y,Yes,11,3,4,80,0,0.0,3,3.0,0,0,0,0
34,no,Travel_Frequently,443,Research & Development,3.0,2.0,Other,1,1202,2.0,Male,65,3,2,Healthcare Representative,1.0,Divorced,9663.0,2949,1.0,Y,Yes,20,4,2,80,0,6.0,0,3.0,6,1,4,4
37,No,Travel_Frequently,255,Research & Development,1.0,2.0,Other,1,1463,1.0,Male,36,2,2,HEALTHCARE REPRESENTATIVE,2.0,married,11090.0,18820,4.0,Y,No,12,3,1,80,0,20.0,3,4.0,4,4,2,1
45,No,  Travel_Rarely  ,655,Research & Development,9.0,3.0,Technical Degree,1,639,2.0,Female,43,3,2,HEALTHCARE REPRESENTATIVE,1.0,Married,7777.0,23047,2.0,Y,Yes,14,3,1,80,1,25.0,6,3.0,0,0,0,0
35,No,Travel_Rarely,1406,Research & Development,1.0,2.0,Other,1,449,1.0,Female,43,1,3,Manufacturing Director,1.0,Single,12715.0,8041,1.0,Y,Yes,19,3,2,80,1,16.0,2,,6,0,0,4
46,no,Travel_Rarely,214,Sales,6.0,3.0,Life Sciences,1,511,4.0,Male,67,3,2,Manager,1.0,Married,7866.0,12914,2.0,Y,No,16,3,2,80,1,24.0,4,3.0,4,1,1,4
53,no,Travel_Rarely,1385,Research & Development,24.0,2.0,Other,1,424,3.0,Male,58,4,1,Laboratory Technician,4.0,SINGLE,7289.0,11116,1.0,Y,No,16,4,4,80,0,29.0,4,2.0,2,0,1,0
25,Yes,TRAVEL_RARELY,1459,Sales,9.0,3.0,Life Sciences,1,7,4.0,Female,64,2,2,sales executive,1.0,Married,10064.0,10073,3.0,Y,No,11,4,1,80,0,6.0,4,2.0,6,6,1,0
45,Yes,  Travel_Rarely  ,407,Research & Development,1.0,1.0,OTHER,1,98,1.0,Female,92,4,3,manager,1.0,Single,11529.0,23042,6.0,Y,No,16,3,3,80,3,17.0,0,3.0,10,0,3,9
35,no,Travel_Rarely,394,Research & Development,4.0,4.0,LIFE SCIENCES,1,411,3.0,Female,95,3,1,Manager,1.0,SINGLE,7334.0,12953,2.0,Y,No,17,3,1,80,1,10.0,2,3.0,0,0,0,0
30,No,  Travel_Rarely  ,439,research & development,9.0,2.0,life sciences,1,159,2.0,Male,57,3,2,Laboratory Technician,2.0,Married,9191.0,19835,1.0,Y,No,14,4,3,80,1,9.0,5,2.0,3,3,3,1
25,No,Travel_Rarely,175,RESEARCH & DEVELOPMENT,2.0,2.0,Medical,1,565,2.0,Male,35,3,1,Research Scientist,1.0,SINGLE,10240.0,7632,4.0,Y,No,13,3,3,80,2,3.0,6,3.0,3,0,1,2
38,No,Travel_Rarely,804,research & development,5.0,2.0,Other,1,641,1.0,Male,78,4,1,Research Scientist,1.0,married,11495.0,20847,4.0,Y,Yes,15,3,1,80,0,16.0,4,3.0,0,0,0,0
43,no,  Travel_Rarely  ,537,Research & Development,5.0,,Medical,1,1213,2.0,Male,77,3,1,Laboratory Technician,3.0,Single,5247.0,15044,4.0,Y,N,11,3,3,80,2,21.0,6,2.0,1,0,1,1
31,No,Travel_Rarely,1400,Research & Development,5.0,2.0,Technical Degree,1,1364,4.0,Male,37,1,3,Research Scientist,3.0,Divorced,13444.0,4864,4.0,Y,No,16,3,1,80,0,6.0,6,3.0,6,0,0,6
44,No,NON-TRAVEL,369,Research & Development,6.0,1.0,Technical Degree,1,978,3.0,Female,95,4,3,Manager,1.0,Divorced,11291.0,10990,3.0,Y,No,17,4,4,80,0,18.0,4,3.0,5,5,0,2
36,No,Travel_Rarely,1180,Sales,6.0,1.0,Technical Degree,1,33,1.0,Female,33,3,1,Sales Executive,2.0,DIVORCED,7453.0,2845,2.0,Y,Yes,16,3,4,80,0,14.0,5,3.0,3,1,0,2
35,No,TRAVEL_FREQUENTLY,992,Sales,12.0,3.0,  Other  ,1,1447,2.0,Female,91,3,2,Sales Representative,2.0,MARRIED,8575.0,12924,4.0,Y,No,11,3,2,80,1,15.0,2,3.0,3,3,0,3
30,Yes,Travel_Rarely,294,SALES,1.0,3.0,Life Sciences,1,157,2.0,Female,39,3,1,Manager,1.0,Married,5056.0,16263,1.0,Y,No,15,3,2,80,1,9.0,4,,3,0,1,3
29,No,Travel_Frequently,1194,Research & Development,29.0,2.0,Other,1,522,1.0,Female,35,2,2,Research Director,3.0,Married,11150.0,16056,4.0,Y,no,19,3,1,80,0,8.0,0,3.0,1,1,0,1
32,No,Travel_Rarely,1497,human resources,2.0,4.0,OTHER,1,335,2.0,Male,38,4,2,Manager,1.0,SINGLE,6093.0,25683,0.0,Y,No,24,3,4,80,1,8.0,5,3.0,0,0,0,0
